username,timestamp_text,comment_text,cleaned_tokens
@claytonharting9899,1 year ago,"When Im feeling lonely, I look at the sky, pick a direction, and wave. Because if the universe is infinite, that means there’s another me also feeling lonely and waving back directly at me. 28K","['feeling', 'lonely', 'look', 'sky', 'pick', 'direction', 'wave', 'universe', 'infinite', 'mean', 'there', 'another', 'also', 'feeling', 'lonely', 'waving', 'back', 'directly']"
@ModestNeophyte,1 year ago,I experience a very similar version of this sort of thought experiment. Instead of waving I simply think about all the other parallel versions of me thinking about all the parallel versions of me including myself which means there's an infinite number of people just like me thinking about me and then it feels better 178,"['experience', 'similar', 'version', 'sort', 'thought', 'experiment', 'instead', 'waving', 'simply', 'think', 'parallel', 'version', 'thinking', 'parallel', 'version', 'including', 'mean', 'there', 'infinite', 'number', 'people', 'like', 'thinking', 'feel', 'better']"
@TheGogoritass,1 month ago,@ModestNeophyte universe might me infinitly big but not infinite 5,"['universe', 'might', 'infinitly', 'big', 'infinite']"
@jamesalexander3530,3 months ago,​ @ModestNeophyte indeed. Everything can duplicate infinitely 11,"['indeed', 'everything', 'duplicate', 'infinitely']"
@Leo2b-mw1gi,1 year ago (edited),@ModestNeophyte that shouldn’t be nearly as beautiful as it is 13,"['shouldnt', 'nearly', 'beautiful']"
@Quan103,1 year ago,"Well isn’t this beautiful, thanks for this 🤝🏾 16","['well', 'isnt', 'beautiful', 'thanks']"
@TheJedi0rder,1 year ago,Bro I just got out of a bath. Your telling me some alien was looking through the window 12,"['bro', 'got', 'bath', 'telling', 'alien', 'looking', 'window']"
@rodmarker2071,1 year ago,Don't feel lonely - you are never alone 257,"['dont', 'feel', 'lonely', 'never', 'alone']"
@el_perro2436,1 year ago,"@rodmarker2071 heh yeah, there are trillions of bacteria in, on, or near you. 2","['heh', 'yeah', 'trillion', 'bacteria', 'near']"
@NoobyNubb,1 year ago (edited),@rodmarker2071 I don’t know if this sentence was meant to be creepy or caring 1,"['dont', 'know', 'sentence', 'meant', 'creepy', 'caring']"
@emmavfarrellfrost,1 year ago,⁠damn,['damn']
@Cringeroni,1 year ago,@rodmarker2071 why does that feel both so comforting and terrifying 3,"['feel', 'comforting', 'terrifying']"
@Nexsssss,1 year ago (edited),@rodmarker2071 realistically you are always lonely everyone you meet are either gonna leave or pass away no ones gonna always be by your side as soon as you draw your first and last breath 4,"['realistically', 'always', 'lonely', 'everyone', 'meet', 'either', 'gon', 'leave', 'pas', 'away', 'one', 'gon', 'always', 'side', 'soon', 'draw', 'first', 'last', 'breath']"
@mattorr2256,1 year ago,@Nexsssss nice to know you think of this too,"['nice', 'know', 'think']"
@Zurround,1 year ago,I am a competitive Scrabble player and the word ME now can be pluralized with an s.  MES is a word and its not a misprint. 6,"['competitive', 'scrabble', 'player', 'word', 'pluralized', 'me', 'word', 'misprint']"
@chewy99.,1 year ago,And an infinite amount of them as well. And also an infinite amount of every other possibility. 6,"['infinite', 'amount', 'well', 'also', 'infinite', 'amount', 'every', 'possibility']"
@benjimanmurray1,1 year ago,"That 1 other you, that has a machine that it can use to look at you, an IS currently looking at you in that moment like ""WTF?!"" 👁️👄👁️ 111","['machine', 'use', 'look', 'currently', 'looking', 'moment', 'like', 'wtf']"
@divacupvampire4716,1 year ago,@benjimanmurray1 its watching me poop,"['watching', 'poop']"
@bowlingguy7755,1 year ago,So maybe you are already waving back. 4,"['maybe', 'already', 'waving', 'back']"
@jeffbell4434,1 year ago,"Your mom is always waving at you. So if you ever feel lonely again, just think about your mom. She's just as lonely as you are. 4","['mom', 'always', 'waving', 'ever', 'feel', 'lonely', 'think', 'mom', 'shes', 'lonely']"
@Tianite_Ta1nt3d,1 year ago,Naw that’s called social distancing. Omega social distancing 2,"['naw', 'thats', 'called', 'social', 'distancing', 'omega', 'social', 'distancing']"
@agxryt,1 year ago,"I do this too! It actually makes me very sad, thinking we will never meet life outside our solar system. 2","['actually', 'make', 'sad', 'thinking', 'never', 'meet', 'life', 'outside', 'solar', 'system']"
@smallz6161,1 year ago,I feel tingly in my cells knowing that there is other people doin this 2,"['feel', 'tingly', 'cell', 'knowing', 'people', 'doin']"
@somegirl8772,1 year ago,awe😭 2,['awe']
@grigorigahan,1 year ago (edited),"I have to imagine the OP didn't mean a literal copy of themselves -- they weren't discussing a multiverse. More so that in any given direction there is likely(?) some sentinent being engaging in a comprable action while looking in her direction. It a sweet, poetic sentiment. In reality if such a thing existed and they were expanding in any direction not directly in line with our direction (I guess technically everything is expanding away from each other, but I'm talking like dots on opposite end of a balloon) the light from your wave would never reach them. They are from any notion of the senses nonexistant to you, and always will be. I think though this is a point where you appreciate the poetry of the sentiment and not get too hung up on the details. 2","['imagine', 'didnt', 'mean', 'literal', 'copy', 'werent', 'discussing', 'multiverse', 'given', 'direction', 'likely', 'sentinent', 'engaging', 'comprable', 'action', 'looking', 'direction', 'sweet', 'poetic', 'sentiment', 'reality', 'thing', 'existed', 'expanding', 'direction', 'directly', 'line', 'direction', 'guess', 'technically', 'everything', 'expanding', 'away', 'talking', 'like', 'dot', 'opposite', 'end', 'balloon', 'light', 'wave', 'would', 'never', 'reach', 'notion', 'sens', 'nonexistant', 'always', 'think', 'though', 'point', 'appreciate', 'poetry', 'sentiment', 'get', 'hung', 'detail']"
@higorss,1 year ago (edited),@grigorigahan  The video mentioned infinite exact copies of everything being possible. So he is talking about literal copies,"['video', 'mentioned', 'infinite', 'exact', 'copy', 'everything', 'possible', 'talking', 'literal', 'copy']"
@Hatred1041,1 year ago,That’s sad yet wholesome I hope you find happiness here one day 2,"['thats', 'sad', 'yet', 'wholesome', 'hope', 'find', 'happiness', 'one', 'day']"
@Hugh320,1 year ago,I’ve had a horrible day your comment made it a little bit less so 2,"['ive', 'horrible', 'day', 'comment', 'made', 'little', 'bit', 'less']"
@RanOutOfSpac,1 year ago,Imagine that other you is just flipping you off lmao 2,"['imagine', 'flipping', 'lmao']"
@京悪者,1 year ago,You're never alone anyway. You've got demodex keeping you company :) 1,"['youre', 'never', 'alone', 'anyway', 'youve', 'got', 'demodex', 'keeping', 'company']"
@notrlvnt,1 year ago,Sending a hug 1,"['sending', 'hug']"
@Yeowser1,1 year ago,bro :( 1,['bro']
@cinemartin3530,1 year ago,"I like the way you think. Sometimes it is very useful to think big. Although I am confused by the possibility of the existence of an infinite universe for the reason that I do not understand where an infinite mass of matter for this could come from given its very specific presence during the big bang. This is somehow strange, although I may misunderstand something 1","['like', 'way', 'think', 'sometimes', 'useful', 'think', 'big', 'although', 'confused', 'possibility', 'existence', 'infinite', 'universe', 'reason', 'understand', 'infinite', 'mass', 'matter', 'could', 'come', 'given', 'specific', 'presence', 'big', 'bang', 'somehow', 'strange', 'although', 'may', 'misunderstand', 'something']"
@MyuNi_Chan,1 year ago,I waved back 1,"['waved', 'back']"
@LinkSparrow64,1 year ago,Look up at the moon and remember there's millions of people looking at it with you 1,"['look', 'moon', 'remember', 'there', 'million', 'people', 'looking']"
@dkalnz3394,1 year ago,I tried to use this logic to save my relationship. Travel far enough there's a pair of us that worked things out. 1,"['tried', 'use', 'logic', 'save', 'relationship', 'travel', 'far', 'enough', 'there', 'pair', 'worked', 'thing']"
@JapiSandhu,1 year ago,That’s insane I love it 1,"['thats', 'insane', 'love']"
@VapidFart,1 year ago,"I do the same thing for the same reason, but im flipping the bird 1","['thing', 'reason', 'flipping', 'bird']"
@dazmill697,1 year ago,"Mind boggling stuff, I have a theory equally as brain twisted. Ok what if its just the observable universe that's expanding and the unobserved  is collapsing and the meeting point is the new big bang? 1","['mind', 'boggling', 'stuff', 'theory', 'equally', 'brain', 'twisted', 'observable', 'universe', 'thats', 'expanding', 'unobserved', 'collapsing', 'meeting', 'point', 'new', 'big', 'bang']"
@mamtathapa9441,1 year ago,"Wow, thats.... really poetic! Im definitely stealing this as a writer😂 1","['wow', 'thats', 'really', 'poetic', 'definitely', 'stealing', 'writer']"
@subbox1,1 year ago,"Beneath the boundless sky, I stand alone, Gazing upward, seeking solace, heart aglow. Infinite expanse, stars like distant candles gleam, Guiding my yearning eyes toward the cosmic dream. I choose a direction, a whispered plea takes flight, And raise my hand, a fragile beacon in the night. For if the cosmos stretches without bound, Another soul exists, a mirror, lost and found. Across the veil of space, our echoes intertwine, Two wanderers adrift, hearts seeking a sign. Sharing fleeting connection, whispered hello, Across uncharted reaches, where infinity’s winds blow. 1","['beneath', 'boundless', 'sky', 'stand', 'alone', 'gazing', 'upward', 'seeking', 'solace', 'heart', 'aglow', 'infinite', 'expanse', 'star', 'like', 'distant', 'candle', 'gleam', 'guiding', 'yearning', 'eye', 'toward', 'cosmic', 'dream', 'choose', 'direction', 'whispered', 'plea', 'take', 'flight', 'raise', 'hand', 'fragile', 'beacon', 'night', 'cosmos', 'stretch', 'without', 'bound', 'another', 'soul', 'exists', 'mirror', 'lost', 'found', 'across', 'veil', 'space', 'echo', 'intertwine', 'two', 'wanderer', 'adrift', 'heart', 'seeking', 'sign', 'sharing', 'fleeting', 'connection', 'whispered', 'hello', 'across', 'uncharted', 'reach', 'infinity', 'wind', 'blow']"
@warshipwarshipfan,1 year ago,That’s really cute and beautiful 1,"['thats', 'really', 'cute', 'beautiful']"
@steph.-,1 year ago,That’s lovely ❤️ 1,"['thats', 'lovely']"
@ATLA99,1 year ago,The replies to this comment are not passing the vibe check. Here's a friendly hug to help balance things 🤗 1,"['reply', 'comment', 'passing', 'vibe', 'check', 'here', 'friendly', 'hug', 'help', 'balance', 'thing']"
@Cringeroni,1 year ago,"@ATLA99  you are our Savior, comrade. Godspeed..","['savior', 'comrade', 'godspeed']"
@sublimeade,1 year ago,@ATLA99  there are no vibes at the edge of the universe,"['vibe', 'edge', 'universe']"
@lad4830,1 year ago,"You are (on average) physically touched by 72,5 quadrillion atomes at any given time. How can you possibly feel lonely. 1","['average', 'physically', 'touched', 'quadrillion', 'atomes', 'given', 'time', 'possibly', 'feel', 'lonely']"
@shepsfield,1 year ago,"I always say ""I love you, goodnight,"" into the night sky, because i know if it were a light my message would go out weakly into space, but it'd bounce off everything and stay here for a little while, and there's always somebody out there who doesn't hear those words at night 1","['always', 'say', 'love', 'goodnight', 'night', 'sky', 'know', 'light', 'message', 'would', 'weakly', 'space', 'itd', 'bounce', 'everything', 'stay', 'little', 'there', 'always', 'somebody', 'doesnt', 'hear', 'word', 'night']"
@jimliu2560,1 year ago,When you go far enough….space/time/existence/etc..all becomes more and more dilute…. 1,"['far', 'enoughspacetimeexistenceetcall', 'becomes', 'dilute']"
@piaoyugexia,1 year ago,"When I’m feeling lonely, I open up a kurzgezagt video, then my existential crisis overrides my loneliness. 1","['feeling', 'lonely', 'open', 'kurzgezagt', 'video', 'existential', 'crisis', 'override', 'loneliness']"
@JuhoSprite,1 year ago,Lmao ur such a sad individual. No way ur THAT lonely. Also pretty relatable 😞 1,"['lmao', 'sad', 'individual', 'way', 'lonely', 'also', 'pretty', 'relatable']"
@joeperez9395,10 months ago,Crazy idea… have you tried a mirror? 1,"['crazy', 'idea', 'tried', 'mirror']"
@Amardeep21,9 months ago,No it doesn't mean that..infinity doesn't have to mean that all of the possible outcomes will happen..it is just something we assume 1,"['doesnt', 'mean', 'thatinfinity', 'doesnt', 'mean', 'possible', 'outcome', 'happenit', 'something', 'assume']"
@marsrocket,6 months ago,"A lot of people don’t understand infinity. There are an infinite amount of numbers between 1 and 2, but none of them are 3. Infinity does not imply that everything is possible. 1","['lot', 'people', 'dont', 'understand', 'infinity', 'infinite', 'amount', 'number', 'none', 'infinity', 'imply', 'everything', 'possible']"
@Easy-o2g,6 months ago,⁠ @marsrocket oh the irony. You don’t understand infinity 😂,"['irony', 'dont', 'understand', 'infinity']"
@CR_Plays,1 month ago,I think thats depression but I don't know 1,"['think', 'thats', 'depression', 'dont', 'know']"
@Brendan-McGee,1 year ago,"If there’s really infinite me’s, I hope most of them are happy. Liked your message I’m gonna do this tomorrow. 18","['there', 'really', 'infinite', 'me', 'hope', 'happy', 'liked', 'message', 'gon', 'tomorrow']"
@maltehildorsson3849,1 year ago,@Brendan-McGee  If it's infinite There's infinite yous feeling every emotion 1,"['mcgee', 'infinite', 'there', 'infinite', 'yous', 'feeling', 'every', 'emotion']"
@Servenifer,1 year ago,"​ @Brendan-McGee if there are infinite you's then how could ""most of them"" be happy? in that infinite versions of you, infinite you's could be happy and infinite other you's could be sad 1","['mcgee', 'infinite', 'yous', 'could', 'happy', 'infinite', 'version', 'infinite', 'yous', 'could', 'happy', 'infinite', 'yous', 'could', 'sad']"
@NigelliumVold,1 year ago,Plot twist: Its not and you're waving at a mushroom. 17,"['plot', 'twist', 'youre', 'waving', 'mushroom']"
@Mojave_Ranger_NCR,1 year ago,I love all of these people trying say your idea of the universe is wrong when it is basically impossible to prove that it is wrong. 16,"['love', 'people', 'trying', 'say', 'idea', 'universe', 'wrong', 'basically', 'impossible', 'prove', 'wrong']"
@mattorr2256,1 year ago,@Mojave_Ranger_NCR right?!,['right']
@Timothy-Clifford,1 year ago,"​ @Mojave_Ranger_NCR  Oh we have a pretty good idea as to how much material and energy there is. So far as to that we know approximately the amount of atoms in the entire universe, because that number does not change from the number of atoms that was during the singularity and big bang event. That's all the same material and energy that's being ""stretched"" over an seemingly infinitely expanding universe. Tho I think there is either a limit to the size of reality/ the actual universe, or the amount of ""stretch"" our universe can handle, before it basically rubber bands back into a singularity, with the energy and materials that have always been here before, and that will cause another big bang. I know this is boring and not the cool multiverse type reality, but trust me- actually no, don't trust me. You can research this for yourself and come to the same conclusion. You can use numerous ways that all point out to the amount of material and energy that was during the big bang, that is now expanding faster than the speed of sound. 1 Show more replies Show more replies","['pretty', 'good', 'idea', 'much', 'material', 'energy', 'far', 'know', 'approximately', 'amount', 'atom', 'entire', 'universe', 'number', 'change', 'number', 'atom', 'singularity', 'big', 'bang', 'event', 'thats', 'material', 'energy', 'thats', 'stretched', 'seemingly', 'infinitely', 'expanding', 'universe', 'tho', 'think', 'either', 'limit', 'size', 'reality', 'actual', 'universe', 'amount', 'stretch', 'universe', 'handle', 'basically', 'rubber', 'band', 'back', 'singularity', 'energy', 'material', 'always', 'cause', 'another', 'big', 'bang', 'know', 'boring', 'cool', 'multiverse', 'type', 'reality', 'trust', 'actually', 'dont', 'trust', 'research', 'come', 'conclusion', 'use', 'numerous', 'way', 'point', 'amount', 'material', 'energy', 'big', 'bang', 'expanding', 'faster', 'speed', 'sound', 'show', 'reply', 'show', 'reply']"
@betterchapter,1 year ago,Every Kurzgesagt video: - Facts - Scares you - Then calms you down - Add birds 12K 74 replies,"['every', 'kurzgesagt', 'video', 'fact', 'scare', 'calm', 'add', 'bird', 'reply']"
@forgingluck,1 year ago,"""only boring stuff repeats itself"" definitely a few million infinite copies of me in the infinite universe then 5.6K 57 replies","['boring', 'stuff', 'repeat', 'definitely', 'million', 'infinite', 'copy', 'infinite', 'universe', 'reply']"
@ziranxu6296,7 months ago,"Whenever you feel unimportant, remember that scientifically speaking you are at the exact center of your own observable universe. 1K 16 replies","['whenever', 'feel', 'unimportant', 'remember', 'scientifically', 'speaking', 'exact', 'center', 'observable', 'universe', 'reply']"
@loco4loco,1 year ago,The fact that this came out only 7 days after the last one is quite impressive 2.3K 42 replies,"['fact', 'came', 'day', 'last', 'one', 'quite', 'impressive', 'reply']"
@Alxium,1 year ago (edited),"I've tried thinking about this topic before, and every time my brain literally breaks and panics, like a calculator trying to divide by zero. 954 28 replies","['ive', 'tried', 'thinking', 'topic', 'every', 'time', 'brain', 'literally', 'break', 'panic', 'like', 'calculator', 'trying', 'divide', 'zero', 'reply']"
@RHLW,1 year ago,"""Maybe a copy is living the same life as you, but wearing a funny hat"". Lol, Im wearing a funny ha... omg, Im the funny hat copy arent I? 4.1K 28 replies","['maybe', 'copy', 'living', 'life', 'wearing', 'funny', 'hat', 'lol', 'wearing', 'funny', 'omg', 'funny', 'hat', 'copy', 'arent', 'reply']"
@SubparSkill,4 months ago,"I seriously appreciate the fact that you point out when something is supposed to be impossible to visualize, there's nothing worse than feeling you're just too dumb to understand something. Having someone point out that you're not supposed to be able to visualize everything makes it way less overwhelming and reassuring to your average person 168 3 replies","['seriously', 'appreciate', 'fact', 'point', 'something', 'supposed', 'impossible', 'visualize', 'there', 'nothing', 'worse', 'feeling', 'youre', 'dumb', 'understand', 'something', 'someone', 'point', 'youre', 'supposed', 'able', 'visualize', 'everything', 'make', 'way', 'less', 'overwhelming', 'reassuring', 'average', 'person', 'reply']"
@josejavierbruzual6116,1 year ago,"I remember reading something somewhere a long time ago: ""When infinity gets involved, possibilities become certainties"" 3.1K 65 replies","['remember', 'reading', 'something', 'somewhere', 'long', 'time', 'ago', 'infinity', 'get', 'involved', 'possibility', 'become', 'certainty', 'reply']"
@TheDramacist,1 year ago,"""Living your exact life, but wearing a funny hat."" I AM that version of myself. 1.8K 14 replies","['living', 'exact', 'life', 'wearing', 'funny', 'hat', 'version', 'reply']"
@randompersononinternet01,1 year ago (edited),"9:23 ""because you are as real as real beings get"" Thanks dawg, you too are a real one! 1.5K 8 replies","['real', 'real', 'being', 'get', 'thanks', 'dawg', 'real', 'one', 'reply']"
@DrakosKai,3 months ago,"the problem with an infinite universe is naming stuff -- you end up with names like, ""Forest Darker than the last one we saw"" 52 2 replies","['problem', 'infinite', 'universe', 'naming', 'stuff', 'end', 'name', 'like', 'forest', 'darker', 'last', 'one', 'saw', 'reply']"
@markusb3712,1 year ago,4:02 The animation of the sphere turning with all its stars is so satisfying! 1.2K 21 replies,"['animation', 'sphere', 'turning', 'star', 'satisfying', 'reply']"
@NoIdeaReally,1 year ago,"""The more you think about what we know, the more you will realise that we know nothing."" I think this quote sums up this Paradox pretty nicely. 724 10 replies","['think', 'know', 'realise', 'know', 'nothing', 'think', 'quote', 'sum', 'paradox', 'pretty', 'nicely', 'reply']"
@ClaubynBoi,1 year ago,The universe is growing so once you reach the edge you have to wait until the devs come out with a new update 2.5K 31 replies,"['universe', 'growing', 'reach', 'edge', 'wait', 'devs', 'come', 'new', 'update', 'reply']"
@visiblysteamed,3 months ago (edited),Sometimes while watching these videos I suddenly get hit by the realisation that it's not science fiction that's being talked about but it's about the REALITY we're living in and it's very real. And that freaks me out a lot. 13,"['sometimes', 'watching', 'video', 'suddenly', 'get', 'hit', 'realisation', 'science', 'fiction', 'thats', 'talked', 'reality', 'living', 'real', 'freak', 'lot']"
@badussywar8938,1 year ago,9:13 watching this while wearing a Santa hat makes me feel like I’m not the original me 828 13 replies,"['watching', 'wearing', 'santa', 'hat', 'make', 'feel', 'like', 'original', 'reply']"
@olivero.1877,1 year ago (edited),"A few centuries ago we were wondering what the edge of our world looked like. We keep coming back to the same questions, it's just the scale that changes 730 16 replies","['century', 'ago', 'wondering', 'edge', 'world', 'looked', 'like', 'keep', 'coming', 'back', 'question', 'scale', 'change', 'reply']"
@Rygoat,1 year ago,"This one broke me a little bit. The idea of looking out in one direction and seeing a star being born, only to look out in another direction to see the exact same star dying is somehow completely logical and utterly insane. 354 4 replies","['one', 'broke', 'little', 'bit', 'idea', 'looking', 'one', 'direction', 'seeing', 'star', 'born', 'look', 'another', 'direction', 'see', 'exact', 'star', 'dying', 'somehow', 'completely', 'logical', 'utterly', 'insane', 'reply']"
@Loaf_the_III,3 weeks ago,"I always say, if the space is infinite, there is a chance for everything, it just takes time. You can literally immagine anything you want and it already does or will exist in the future, somewhere out there. 2","['always', 'say', 'space', 'infinite', 'chance', 'everything', 'take', 'time', 'literally', 'immagine', 'anything', 'want', 'already', 'exist', 'future', 'somewhere']"
@ellamlgaard1050,1 year ago,my brain is being cooked. 1.9K 36 replies,"['brain', 'cooked', 'reply']"
@eljuano158,1 year ago,Props to the cameraman for finding thousands of identical earths in straight lines for this video 842 7 replies,"['prop', 'cameraman', 'finding', 'thousand', 'identical', 'earth', 'straight', 'line', 'video', 'reply']"
@1Rhaast,1 year ago,"""When speaking in infinites, unlikely is just certainty waiting for its turn."" 225 2 replies","['speaking', 'infinite', 'unlikely', 'certainty', 'waiting', 'turn', 'reply']"
@AdamWilsonNZ.,10 months ago,"6:50 Just to note the observable and reachable universe are different things. If you could travel the speed of light you could only travel a useful distance of 16billion light years, untill the expansion of the universe out paces you. 4","['note', 'observable', 'reachable', 'universe', 'different', 'thing', 'could', 'travel', 'speed', 'light', 'could', 'travel', 'useful', 'distance', 'billion', 'light', 'year', 'untill', 'expansion', 'universe', 'pace']"
@Agh_Turkeysf4,1 year ago,The channel that answers the questions we always think but never find an answer to it. 888 16 replies,"['channel', 'answer', 'question', 'always', 'think', 'never', 'find', 'answer', 'reply']"
@Oxissistic,1 year ago,"9:20 ""Who are you? Well it doesn't matter."" Ouch... I have feelings you know. 394 12 replies","['well', 'doesnt', 'matter', 'ouch', 'feeling', 'know', 'reply']"
@AAsameer,8 months ago,"In the endless vastness of the universe, we are but fragile sparks of consciousness, adrift in a dark sea we barely comprehend — small, lonely, and yet endlessly curious 10","['endless', 'vastness', 'universe', 'fragile', 'spark', 'consciousness', 'adrift', 'dark', 'sea', 'barely', 'comprehend', 'small', 'lonely', 'yet', 'endlessly', 'curious']"
@valentino5835,1 year ago,The animation and artistical direction of this episode has been top notch 454 4 replies,"['animation', 'artistical', 'direction', 'episode', 'top', 'notch', 'reply']"
@marksaldanha2906,1 year ago,I love subscribing to the idea that the universe is infinite. In a bittersweet way it makes me happy to think that there's other versions of myself that have experienced and done things with their lives that I couldn't with mine 553 19 replies,"['love', 'subscribing', 'idea', 'universe', 'infinite', 'bittersweet', 'way', 'make', 'happy', 'think', 'there', 'version', 'experienced', 'done', 'thing', 'life', 'couldnt', 'mine', 'reply']"
@hanchen267,4 days ago,6:35 possibly the concept of larger infinities ties into this?,"['possibly', 'concept', 'larger', 'infinity', 'tie']"
@frost.xx456,1 year ago,2 Kurzgesagt videos within one week? Boy what a time to be alive 357 4 replies,"['kurzgesagt', 'video', 'within', 'one', 'week', 'boy', 'time', 'alive', 'reply']"
@RealValkor,1 year ago,"Going to space must be one of the most incredible experiences ever. We as humans live for decades bound by the rules of our planet, but outside things just feel unreal and meaningless, knowing that nothing is quite like earth and that we won't ever comprehend the true extension of existence and life. 380 5 replies","['going', 'space', 'must', 'one', 'incredible', 'experience', 'ever', 'human', 'live', 'decade', 'bound', 'rule', 'planet', 'outside', 'thing', 'feel', 'unreal', 'meaningless', 'knowing', 'nothing', 'quite', 'like', 'earth', 'wont', 'ever', 'comprehend', 'true', 'extension', 'existence', 'life', 'reply']"
@mitwhitgaming7722,1 year ago,"""TO INFINITY AND BEYOND!"" 926 37 replies","['infinity', 'beyond', 'reply']"
@WeirdMedicine,4 weeks ago,"Pi is infinite but never repeats, so I’m not sure the “there’s another me”in an infinite universe is a given.  Which is even weirder in a way 1","['infinite', 'never', 'repeat', 'sure', 'there', 'another', 'mein', 'infinite', 'universe', 'given', 'even', 'weirder', 'way']"
@CruitNOR,1 year ago,This has been breaking my mind since I was a child. 575 19 replies,"['breaking', 'mind', 'since', 'child', 'reply']"
@nickgoodwin8715,1 year ago,"A brilliant math professor I once had said ""if you have an infinite set of 0, you will never find a 1; the set is still infinite but you will never find anything but 0. But if you have an infinite set 01234 you can have 12043, 10432, 00442, 2214222230, 30214, 34021 etc. So the question of infinity is not about how many things can exist but about the rules that allow them to exist. Like if you had a set of 01234 but 2 and 4 can never be next to each other or that there can only be combinations of five-ten digits. Science is about figuring out the rules of how infinity works. 560 20 replies","['brilliant', 'math', 'professor', 'said', 'infinite', 'set', 'never', 'find', 'set', 'still', 'infinite', 'never', 'find', 'anything', 'infinite', 'set', 'etc', 'question', 'infinity', 'many', 'thing', 'exist', 'rule', 'allow', 'exist', 'like', 'set', 'never', 'next', 'combination', 'fiveten', 'digit', 'science', 'figuring', 'rule', 'infinity', 'work', 'reply']"
@sunshinelotus888,1 year ago,4:30 I always knew Homer's theory of a donut shaped universe was intriguing!  I might have to steal it. 181 4 replies,"['always', 'knew', 'homer', 'theory', 'donut', 'shaped', 'universe', 'intriguing', 'might', 'steal', 'reply']"
@Finn-Makes-Art,6 days ago,Can't sleep watched Kurzgesagt Oh GREAT. 1,"['cant', 'sleep', 'watched', 'kurzgesagt', 'great']"
@Horizonx527,1 year ago,Kurzgesagt’s obsession with “what if you were wearing a funny hat” is killing me. Keep it up. 279,"['kurzgesagts', 'obsession', 'wearing', 'funny', 'hat', 'killing', 'keep']"
@envar1,1 year ago (edited),"5:58 it’s like a Minecraft world, except there is no world border or farlands, it just keeps doing procedural world generation, forever. You can make a map of it, and keep exploring, but no matter how much you fill out your map, there is always more space to observe. 225 27 replies","['like', 'minecraft', 'world', 'except', 'world', 'border', 'farlands', 'keep', 'procedural', 'world', 'generation', 'forever', 'make', 'map', 'keep', 'exploring', 'matter', 'much', 'fill', 'map', 'always', 'space', 'observe', 'reply']"
@乂,1 year ago,The animator did such a good job with this one ❤ 2.1K 35 replies,"['animator', 'good', 'job', 'one', 'reply']"
@yapityrants,7 months ago (edited),ok ur vids usually make my brain hurt but this is in a league of its own like i literally have a headache rn 8,"['vids', 'usually', 'make', 'brain', 'hurt', 'league', 'like', 'literally', 'headache']"
@worker-wf2em,1 year ago,7:00 Rick and Morty portal 😂 37 4 replies,"['rick', 'morty', 'portal', 'reply']"
@RamiroGarcia_Umich,11 months ago,I envy those who will watch this in 250 years and are able to reflect on the strides we have made in science and our understanding of the universe (assuming we make it to then). 207 5 replies,"['envy', 'watch', 'year', 'able', 'reflect', 'stride', 'made', 'science', 'understanding', 'universe', 'assuming', 'make', 'reply']"
@tw.thepsilocybin,1 year ago,"that's fun how kurzgesagt's videos goes that far making you feel this existencial crysis, you're absolutely nothing compared to the universe, your existence doesnt matter at all. But then he says ""oh dont worry, youre worth it 🙂"" love those videos btw 543 4 replies","['thats', 'fun', 'kurzgesagts', 'video', 'go', 'far', 'making', 'feel', 'existencial', 'crysis', 'youre', 'absolutely', 'nothing', 'compared', 'universe', 'existence', 'doesnt', 'matter', 'say', 'dont', 'worry', 'youre', 'worth', 'love', 'video', 'btw', 'reply']"
@reallybob2998,2 months ago,Goku and Beerus shook the universe with their punches alone. 2,"['goku', 'beerus', 'shook', 'universe', 'punch', 'alone']"
@jeffreythumann9678,1 year ago,Contemplating the paradox of an infinite universe leaves me in awe of the sheer magnitude of existence. It's a humbling reminder of how much we have yet to understand about the cosmos and our place within it. 229 20 replies,"['contemplating', 'paradox', 'infinite', 'universe', 'leaf', 'awe', 'sheer', 'magnitude', 'existence', 'humbling', 'reminder', 'much', 'yet', 'understand', 'cosmos', 'place', 'within', 'reply']"
@asapelliott,1 year ago,"this is one of my most favourite things to share with new people i meet when talking about the universe and it never fails to blow their mind, glad there is now a video i can refer them to that explains it a little better than me 296 6 replies","['one', 'favourite', 'thing', 'share', 'new', 'people', 'meet', 'talking', 'universe', 'never', 'fails', 'blow', 'mind', 'glad', 'video', 'refer', 'explains', 'little', 'better', 'reply']"
@ReaIHuman,1 year ago,"Look, this broke my brain as a kid, I'm still not ready for this existential dread. 179 2 replies","['look', 'broke', 'brain', 'kid', 'still', 'ready', 'existential', 'dread', 'reply']"
@kylenelson3128,2 weeks ago,If space were infinite anything is possible besides gta 6 actually getting released 1,"['space', 'infinite', 'anything', 'possible', 'besides', 'gta', 'actually', 'getting', 'released']"
@alastairsmith2173,1 year ago,"1:35. When he said ""that leads to a wired problem"" i immediately imagined a universe full of ice cream collapsing into a black hole. 17","['said', 'lead', 'wired', 'problem', 'immediately', 'imagined', 'universe', 'full', 'ice', 'cream', 'collapsing', 'black', 'hole']"
